"","Count","Area","ScaleLength","Total","Id","USid","PopCount","Lat","Lon","COOP.","CRN","Station","State","Grid","AP...WWTP","Environs","Tmean.trend","Tmax.trend","Tmin.trend"
"300",271,24.39,4.9386232899463,17531,300,300,57864.5755465701,41.35,-93.56667,134063,"x","INDIANOLA","IA",26,"x","S",-0.108794139,-0.075964024,0.125821081
"301",75,6.75,2.59807621135332,17841,301,301,11648.4971769034,42.5188,-93.2536,134142,"x","IOWA FALLS","IA",26,"W","R",-0.179911653,-0.092153919,-0.134254889
"302",118,10.62,3.25883414736006,17906,302,302,16776.4341529,42.7816,-96.1458,134735,"x","LE MARS","IA",27,"x","R",-0.038898469,0.085077351,-0.093672089
"303",46,4.14,2.03469899493758,17595,303,303,12105.5252305083,41.638,-95.7883,134894,"4","LOGAN","IA",26,"W","R",-0.074879177,-0.231328395,0.297647939
"304",25,2.25,1.5,17354,304,304,4710.30497000164,40.7,-94.25,135769,"4","MOUNT AYR","IA",26,"W","R",-0.703815951,-0.350109078,-0.994438975
"305",149,13.41,3.66196668472011,17414,305,305,18416.9928353596,40.9486,-91.5647,135796,"4","MOUNT PLEASANT","IA",26,"x","R",0.747069727,0.461063043,0.818213135
"306",29,2.61,1.61554944214035,17998,306,306,10750.5558538355,43.0452,-92.3123,135952,"3","NEW HAMPTON","IA",26,"W","R",-0.212463142,-0.313163465,0.137143256
"307",42,3.78,1.94422220952236,18109,307,307,9816.92163712403,43.43,-96.1686,137147,"4","ROCK RAPIDS","IA",27,"x","R",0.612701722,0.646226798,0.338593064
"308",48,4.32,2.07846096908265,17818,308,308,8647.85968162707,42.3969,-94.6291,137161,"x","ROCKWELL CITY","IA",26,"x","R",-0.267457205,-0.143999369,-0.313214258
"309",132,11.88,3.44673758792282,17873,309,309,18972.2158017539,42.6347,-95.1694,137979,"x","STORM LAKE","IA",26,"x","R",0.224223943,0.325751374,0.410197072
"310",54,4.86,2.20454076850486,17711,310,310,14159.4160259706,42.0355,-92.5805,138296,"3","TOLEDO","IA",26,"x","R",0.349765403,0.162900163,0.475196778
"311",72,6.48,2.54558441227157,17504,311,311,15693.6638414306,41.2828,-91.7069,138688,"4","WASHINGTON","IA",26,"W","R",-0.172947677,-0.026865105,-0.2897689
"312",64,5.76,2.4,16526,312,312,4993.62594887411,37.155,-98.02833,140264,"4","ANTHONY","KS",16,"x","R",-0.294837798,-0.808237077,-0.212497737
"313",21,1.89,1.37477270848675,16533,313,313,1111.47404004357,37.1941,-99.7632,140365,"4","ASHLAND","KS",16,"x","R",0.723292637,0.656491607,0.680590007
"314",141,12.69,3.56230262611138,17085,314,314,18151.0548091643,39.5755,-95.1108,140405,"4","ATCHISON","KS",16,"x","S",0.241957488,0.134406956,0.356694885
"315",40,3.6,1.89736659610103,16539,315,315,1786.81329625679,37.2706,-99.3271,141704,"4","COLDWATER","KS",16,"x","R",0.344026128,0.294052873,0.738277082
"316",198,17.82,4.22137418384109,16514,316,316,15701.6599015339,37.1763,-94.8397,141740,"4","COLUMBUS","KS",15,"W","R",0.098104695,-0.303603916,0.34069706
"317",399,35.91,5.99249530663145,16661,317,317,35715.6982218467,37.81833,-96.84444,142401,"4","EL DORADO","KS",16,"W","S",0.481703193,0.662473226,0.297480134
"318",46,4.14,2.03469899493758,16868,318,318,4695.02521474696,38.72778,-98.22667,142459,"x","ELLSWORTH","KS",16,"x","R",0.111636165,-0.12257923,0.298597364
"319",15,1.35,1.16189500386223,16900,319,319,3093.39627421743,38.8591,-96.1058,142602,"x","ESKRIDGE","KS",16,"x","R",-0.21397867,-0.105448475,-0.019506571
"320",153,13.77,3.71079506305589,16658,320,320,14122.9228171184,37.8427,-94.7086,142835,"4","FORT SCOTT","KS",15,"x","R",-0.371929484,-0.405012937,-0.150865991
"321",246,22.14,4.70531614240744,16917,321,321,25975.5723857232,38.8586,-99.3358,143527,"3","HAYS","KS",16,"x","S",0.424260406,0.435301395,0.419909924
"322",74,6.66,2.58069758011279,17087,322,322,7457.65248809365,39.6705,-95.5227,143810,"4","HORTON","KS",16,"x","R",0.448801765,0.330741943,0.386467836
"323",310,27.9,5.2820450584977,16537,323,323,20061.5293717586,37.2363,-95.7002,143954,"4","INDEPENDENCE","KS",16,"W","S",0.235584606,0.086795653,0.372789652
"324",11,0.99,0.99498743710662,16745,324,324,1480.00450371726,38.1963,-99.918,144087,"4","JETMORE","KS",16,"x","R",-0.742759038,-1.008872581,-0.497003107
"325",40,3.6,1.89736659610103,16697,325,325,3597.03681869915,37.9412,-101.2492,144464,"4","LAKIN","KS",17,"x","R",0.777878259,0.804702523,0.628084746
"326",49,4.41,2.1,16740,326,326,6662.90148868546,38.1818,-99.0994,144530,"4","LARNED","KS",16,"x","R",0.139512307,0.329736959,0.098020148
"327",808,72.72,8.52760224213114,16923,327,327,116443.696722803,38.9581,-95.2511,144559,"4","LAWRENCE","KS",16,"x","U",0.080241914,-0.280717331,0.202495151
"328",1348,121.32,11.0145358504115,17000,328,328,149238.177730763,39.26667,-94.88333,144588,"4","LEAVENWORTH","KS",15,"W","S",0.451739274,0.232062812,0.874839666
"329",242,21.78,4.66690475583121,16487,329,329,24780.6075626535,37.0221,-100.9294,144695,"4","LIBERAL","KS",17,"x","S",-0.148091714,-0.114580741,0.002172907
"330",674,60.66,7.7884529914483,16986,330,330,71297.2897319191,39.1972,-96.5813,144972,"2","MANHATTAN","KS",16,"x","S",0.51653449,0.917104794,0.092971743
"331",257,23.13,4.80936586256442,16789,331,331,20115.042893321,38.3758,-97.643,145152,"x","MCPHERSON","KS",16,"x","S",0.140939524,0.434378938,-0.275317624
"332",36,3.24,1.8,16547,332,332,2918.16636880949,37.28333,-98.58333,145173,"x","MEDICINE LODGE","KS",16,"x","R",-0.006308842,-0.339041842,0.31167045
"333",52,4.68,2.16333076527839,16969,333,333,5653.66762643133,39.1247,-97.7047,145363,"4","MINNEAPOLIS","KS",16,"x","R",0.534578205,0.24694935,0.752667077
"334",54,4.86,2.20454076850486,17121,334,334,4701.09708236251,39.7411,-99.8358,145856,"4","NORTON","KS",16,"x","R",0.306859782,0.584873158,0.156046519
"335",23,2.07,1.43874945699382,17121,335,335,2196.45201310676,39.8211,-100.5305,145906,"4","OBERLIN","KS",17,"x","R",-0.021649767,-0.271132909,0.047075306
"336",5334,480.06,21.9102715638123,16904,336,336,671477.332789553,38.8875,-94.7602,145972,"4","OLATHE","KS",15,"x","U",0.5480692,0.404279484,0.66077506
"337",233,20.97,4.57930125674212,16846,337,337,24703.2954228725,38.613,-95.2808,146128,"4","OTTAWA","KS",16,"W","S",0.552023355,0.304949757,0.685735036
"338",70,6.3,2.50998007960223,17119,338,338,4191.25275100335,39.7394,-99.3186,146374,"x","PHILLIPSBURG","KS",16,"x","R",-1.261658544,-1.268390395,-0.930035795
"339",13,1.17,1.0816653826392,17116,339,339,1822.74690813426,39.7675,-101.8097,147093,"4","SAINT FRANCIS","KS",17,"x","R",0.183087521,0.380323417,0.062462857
"340",62,5.58,2.36220236220354,16810,340,340,4663.59801257361,38.482,-100.9189,147271,"3","SCOTT CITY","KS",17,"x","R",-0.167258208,-0.060981904,-0.337437534
"341",12,1.08,1.03923048454133,16524,341,341,2582.40294287204,37.1318,-96.1862,147305,"4","SEDAN","KS",16,"x","R",0.38331876,0.22583279,0.572059285
"342",49,4.41,2.1,16933,342,342,2523.57683932603,39.0298,-99.8831,148495,"x","WAKEENEY","KS",16,"x","R",0.76673342,0.790596075,0.766108406
"343",1707,153.63,12.3947569560682,16810,343,343,178199.15781363,38.4536,-82.6133,150254,"4","ASHLAND","KY",13,"W","S",0.414102271,0.85786476,0.57829004
"344",354,31.86,5.64446631666803,16606,344,344,68910.8158693676,37.5733,-84.2908,150619,"4","BEREA COLLEGE","KY",13,"x","R",-0.359570952,0.190755993,-0.228294488
"345",730,65.7,8.10555365166378,16480,345,345,124327.703843284,36.9647,-86.4238,150909,"2","BOWLING GREEN FAA AP","KY",14,"A","S",0.527161432,0.667470369,0.440368928
"346",101,9.09,3.01496268633627,16736,346,346,31837.0516818325,38.11667,-83.55,152791,"3","FARMERS","KY",13,"x","R",0.937191065,0.652598172,1.142536102
"347",443,39.87,6.31426955395476,16751,347,347,66539.027191326,38.235,-84.88167,153028,"x","FRANKFORT LOCK 4","KY",13,"x","S",1.295721715,0.662342998,1.229864848
"348",149,13.41,3.66196668472011,16540,348,348,33348.4546995764,37.25917,-85.50222,153430,"4","GREENSBURG","KY",14,"x","R",0.531178546,0.153378435,0.602645568
"349",411,36.99,6.08194047981399,16455,349,349,48951.1629435052,36.8491,-87.5205,153994,"5","HOPKINSVILLE","KY",14,"x","S",0.829372199,0.60632458,1.154758958
"350",128,11.52,3.39411254969543,16593,350,350,26964.9767243713,37.51083,-86.28917,154703,"4","LEITCHFIELD","KY",14,"x","R",-0.068024617,-0.011682989,0.120834235
"351",108,9.72,3.11769145362398,16411,351,351,44216.7974043891,36.60861,-83.71444,155389,"x","MIDDLESBORO","KY",13,"x","S",1.119978512,1.293306938,1.136218636
"352",678,61.02,7.81152993977492,16652,352,352,100695.175093658,37.78278,-87.11833,156091,"x","OWENSBORO","KY",14,"x","U",0.474703012,0.230153946,0.543498325
"353",276,24.84,4.98397431775085,16764,353,353,60462.3137445286,38.2,-85.2,157324,"x","SHELBYVILLE","KY",14,"x","R",0.081482219,0.537254476,-0.336284408
"354",74,6.66,2.58069758011279,16454,354,354,32281.6340478165,36.73333,-84.15,158709,"5","WILLIAMSBURG","KY",13,"W","R",-0.386044162,-0.393873868,-0.131529885
"355",100,9,3,16866,355,355,34561.5166948549,38.63333,-84.56667,158714,"3","WILLIAMSTOWN","KY",13,"x","R",0.694286905,0.626997459,0.933033249
"356",808,72.72,8.52760224213114,15427,356,356,108642.146738787,31.33472,-92.55861,160098,"4","ALEXANDRIA","LA",6,"x","U",0.237865052,0.22253908,0.397030741
"357",131,11.79,3.43365694267788,15327,357,357,52900.6785786695,30.70944,-90.525,160205,"4","AMITE","LA",6,"x","R",-0.063396661,0.119554729,-0.121710847
"358",145,13.05,3.61247837363769,15678,358,358,32295.8603181245,32.76889,-92.00556,160537,"3","BASTROP","LA",6,"x","S",-0.017029774,-0.079663651,0.087117404
"359",3108,279.72,16.7248318377196,15308,359,359,433827.804503734,30.53722,-91.14694,160549,"2","BATON ROUGE WSO AP","LA",6,"A","U",0.345547934,0.518404206,0.17228528
"360",43,3.87,1.9672315572906,15377,360,360,25895.0906784503,30.9594,-92.1786,161287,"4","BUNKIE","LA",6,"W","R",0.309712152,0.283381195,0.418107078
"361",357,32.13,5.66833308830736,15634,361,361,67195.0487543456,32.5133,-92.3478,161411,"3","CALHOUN RESEARCH STN (Now CRN4)","LA",6,"x","R",0.452639775,0.591613769,0.206022146
"362",475,42.75,6.53834841531101,15314,362,362,136631.850822956,30.48333,-90.1,162151,"4","COVINGTON","LA",6,"x","R",0.487910884,0.410297458,0.484028938
"363",977,87.93,9.37709976485267,15254,363,363,104076.305803249,30.11667,-90.98333,162534,"3","DONALDSONVILLE","LA",6,"x","R",0.053688605,0.278953362,-0.049336334
"364",142,12.78,3.5749125863439,15183,364,364,22670.4215822512,29.78333,-91.5,163313,"4","FRANKLIN","LA",6,"x","R",0.203159082,-0.130136603,0.511277937
"365",339,30.51,5.52358579185659,15302,365,365,132511.633236233,30.4191,-92.044,163800,"4","GRAND COTEAU","LA",6,"x","R",0.48019724,0.625648045,0.473382701
"366",882,79.38,8.9095454429505,15162,366,366,129175.0906799,29.58583,-90.73028,164407,"x","HOUMA (CRN3 2004 - 2007)","LA",6,"x","S",0.339903563,0.292209274,0.513295293
"367",138,12.42,3.52420203734122,15264,367,367,33097.3335626924,30.20028,-92.66417,164700,"4","JENNINGS","LA",6,"x","S",0.193909806,0.01848423,0.410853865
"368",1243,111.87,10.5768615382825,15258,368,368,290405.421144646,30.205,-91.9875,165026,"3","LAFAYETTE FCWOS","LA",6,"A","U",0.416893955,0.491532546,0.324521132
"369",5919,532.71,23.080511259502,15210,369,369,720230.440833817,29.91667,-90.13028,166664,"5","NEW ORLEANS AUDUBON","LA",6,"x","U",0.28273017,0.379215906,0.148993243
"370",51,4.59,2.14242852856286,15703,370,370,12110.1962712905,32.90778,-93.79806,167344,"x","PLAIN DEALING","LA",6,"x","R",0.525048931,0.671442743,0.392962837
"371",32,2.88,1.69705627484771,15535,371,371,4733.7959630051,31.94972,-91.23361,168163,"2","SAINT JOSEPH","LA",6,"x","R",0.543819803,0.979609216,0.037634422
"372",525,47.25,6.87386354243376,15193,372,372,108445.113237374,29.77583,-90.78,169013,"x","THIBODAUX  (Now CRN3)","LA",6,"x","S",0.180414024,0.016224234,0.460984581
"373",67,6.03,2.45560583156173,15571,373,373,18225.6927827266,32.11667,-91.75,169806,"4","WINNSBORO","LA",6,"x","R",0.56256463,0.356012966,0.713683868
"374",232,20.88,4.56946386351834,18386,374,374,19601.6854296962,44.3738,-68.2591,170100,"4","ACADIA NATIONAL PARK","ME",33,"x","R",0.709266337,0.401226779,0.888259343
"375",99,8.91,2.98496231131986,18554,375,375,9405.16596664029,44.9066,-66.9919,172426,"x","EASTPORT","ME",33,"x","R",0.499732087,0.725746205,0.254248235
"376",152,13.68,3.69864840178139,18486,376,376,22989.017052885,44.6888,-70.1566,172765,"3","FARMINGTON","ME",22,"x","R",0.64453448,0.446864684,0.962800662
"377",782,70.38,8.38927887246574,18345,377,377,68288.0207722959,44.2202,-69.7888,173046,"4","GARDINER","ME",33,"x","R",0.232506852,0.032644708,0.547549086
"378",178,16.02,4.0024992192379,18986,378,378,17281.3278595726,46.2,-67.83306,173944,"3","HOULTON","ME",33,"x","R",0.340337279,0.385736977,0.298881537
"379",1221,109.89,10.4828431257937,18316,379,379,110395.238110916,44.1,-70.21667,174566,"4","LEWISTON","ME",22,"x","S",0.54840197,0.347150224,0.652927149
"380",208,18.72,4.32666153055679,18806,380,380,8136.81506811607,45.65028,-68.705,175304,"5","MILLINOCKET","ME",33,"x","R",-0.089457241,-0.159012817,-0.048729186
"381",1306,117.54,10.8415865997556,18548,381,381,89176.3937660856,44.8992,-68.6745,176430,"5","ORONO","ME",33,"x","S",1.026564567,0.646638814,1.11995455
"382",3341,300.69,17.3404152199421,18167,382,382,219818.820511601,43.64222,-70.30444,176905,"4","PORTLAND WSFO AP","ME",22,"A","U",0.4427469,0.310709702,0.574629777
"383",164,14.76,3.84187454245971,19158,383,383,21128.4026524805,46.65,-68,176937,"3","PRESQUE ISLE","ME",33,"x","S",0.456905732,0.290432108,0.508481475
"384",1,0.09,0.3,18883,384,384,2.85949196487786,45.88333,-69.18333,177174,"x","RIPOGENUS DAM","ME",33,"x","R",0.269829652,0.767945667,-0.454405632
"385",256,23.04,4.8,18632,385,385,16387.5284460592,45.1571,-67.4045,179891,"4","WOODLAND","ME",33,"x","R",0.746349868,0.616145148,0.898443799
"386",10392,935.28,30.5823478496992,17000,386,386,1585067.17555614,39.28333,-76.61667,180470,"5","BALTIMORE WSO CITY","MD",12,"x","U",0.346195598,0.847187288,-0.095650503
"387",297,26.73,5.17010638188423,16844,387,387,36652.5416393417,38.56667,-76.06667,181385,"x","CAMBRIDGE WATER TRMT PLANT","MD",12,"W","S",1.396144545,1.576780178,1.178938467
"388",141,12.69,3.56230262611138,16991,388,388,35730.4069728294,39.2166,-76.0519,181750,"4","CHESTERTOWN","MD",12,"x","R",0.27775783,0.664185628,-0.064383062
"389",10632,956.88,30.9334770111606,16941,389,389,2155981.93372526,38.98333,-76.95,181995,"x","COLLEGE PARK","MD",12,"x","U",1.066677459,1.040962757,0.905600214
"390",490,44.1,6.6407830863536,17092,390,390,81889.0044770812,39.6419,-78.7561,182282,"4","CUMBERLAND 2","MD",12,"x","S",0.211986367,0.12309103,0.305806877
"391",163,14.67,3.83014360044111,16920,391,391,41701.3384425561,38.88333,-75.8,182523,"x","DENTON","MD",12,"x","R",0.052343781,0.793057733,-0.29528283
"392",7884,709.56,26.6375674565077,16929,392,392,1348852.99223169,38.9688,-76.8041,183675,"4","GLENN DALE BELL STN","MD",12,"x","U",0.366452885,0.022793256,0.628817626
"393",8466,761.94,27.6032606769563,16941,393,393,1421294.26796432,39.08472,-76.90028,185111,"3","LAUREL","MD",12,"W","U",0.399607882,0.313959607,0.359375955
"394",111,9.99,3.16069612585582,16997,394,394,40798.1068146499,39.27389,-75.87,185985,"x","MILLINGTON","MD",12,"x","R",-0.02755262,-0.052658948,0.103638876
"395",44,3.96,1.98997487421324,17023,395,395,24981.8151274339,39.39833,-79.395,186620,"4","OAKLAND","MD",12,"x","R",0.198276797,-0.007703747,0.419369296
"396",662,59.58,7.71880819816116,16878,396,396,155317.6264685,38.68333,-76.66667,186770,"x","OWINGS FERRY LANDING","MD",12,"x","R",-0.752449042,-0.594621729,-0.50526577
"397",561,50.49,7.10563156939621,16786,397,397,107173.293866869,38.33333,-76.41667,186915,"x","PATUXENT RIVER","MD",12,"x","R",1.378699575,1.572011828,1.064800581
"398",541,48.69,6.9778220097678,16746,398,398,84476.5257906669,38.2122,-75.6822,187330,"4","PRINCESS ANNE","MD",12,"x","R",0.257090387,0.80122506,-0.234062939
"399",494,44.46,6.66783323126786,16872,399,399,49170.5450474907,38.71444,-76.18972,187806,"2","ROYAL OAK","MD",12,"x","R",0.493565642,0.522670681,0.478118606
"400",820,73.8,8.59069263796581,16778,400,400,119762.921394254,38.365,-75.58917,188000,"4","SALISBURY","MD",12,"x","S",0.573499684,0.399373558,0.702859707
"401",746,67.14,8.1939001702486,17064,401,401,205718.173114657,39.55,-76.96667,189440,"x","WESTMINSTER POLICE BRKS","MD",12,"x","S",0.278840199,0.628123965,-0.19240327
"402",4506,405.54,20.1380237362061,17006,402,402,848403.008188665,39.33333,-76.86667,189750,"x","WOODSTOCK","MD",12,"x","U",0.73171591,0.951134001,0.509086547
"403",1742,156.78,12.5211820528255,17798,403,403,156904.287976791,42.38333,-72.53333,190120,"4","AMHERST","MA",22,"W","S",0.155708585,0.043223096,0.262825127
"404",11566,1040.94,32.263601782814,17829,404,404,1231340.3746474,42.48333,-71.28333,190535,"4","BEDFORD","MA",22,"x","U",0.441108214,0.34078943,0.54041723
"405",10871,978.39,31.2792263331432,17762,405,405,1683812.0259479,42.2167,-71.1167,190736,"3","BLUE HILL","MA",22,"x","U",0.450939978,0.35238384,0.548723045
"406",11426,1028.34,32.0677407997508,17784,406,406,1986138.01946942,42.33333,-71.15,191447,"x","CHESTNUT HILL","MA",22,"x","U",2.169089427,3.019977885,-0.089644885
"407",5982,538.38,23.2030170452034,17800,407,407,463266.802388106,42.4,-71.68333,191561,"x","CLINTON","MA",22,"x","S",1.98536048,-0.401060295,2.445209794
"408",7614,685.26,26.1774712300482,17776,408,408,630264.400898274,42.28333,-71.41667,192975,"x","FRAMINGHAM","MA",22,"x","U",0.253618997,0.479922254,0.306031991
"409",356,32.04,5.66038867923396,17742,409,409,30259.7005123833,42.145,-73.41722,193213,"x","GREAT BARRINGTON AP","MA",22,"A","R",-0.161864714,-0.399836188,-0.025243025
"410",9070,816.3,28.5709642819419,17912,410,410,668377.230918109,42.7,-71.16667,194105,"4","LAWRENCE","MA",22,"x","U",0.620028553,0.691195362,0.41342283
"411",2051,184.59,13.5863902490691,17588,411,411,254669.178913698,41.63333,-70.93333,195246,"5","NEW BEDFORD","MA",22,"x","U",0.60527456,0.702761687,0.344035178
"412",2376,213.84,14.6232691283447,17701,412,412,182542.375218809,41.98333,-70.7,196486,"4","PLYMOUTH-KINGSTON","MA",22,"x","S",0.957771646,0.61496071,1.382639391
"413",439,39.51,6.28569805192709,17724,413,413,6372.99868913396,42.05,-70.18333,196681,"4","PROVINCETOWN","MA",22,"x","R",5.142486944,4.851642379,4.048721542
"414",3993,359.37,18.9570567335755,17684,414,414,333963.323811001,41.9,-71.06667,198367,"4","TAUNTON","MA",22,"x","U",0.892153343,0.406492383,1.325170995
"415",500,45,6.70820393249937,17677,415,415,81169.7587552816,41.9163,-84.0158,200032,"4","ADRIAN","MI",24,"W","S",0.437705993,0.565238209,0.570036198
"416",402,36.18,6.01498129672903,17843,416,416,55987.8003058657,42.51667,-85.83333,200128,"x","ALLEGAN (loc. uncertain)","MI",25,"x","R",0.003612761,-0.301288148,0.434006752
"417",293,26.37,5.13517283058711,18101,417,417,43823.152883444,43.3833,-84.6647,200146,"4","ALMA","MI",24,"x","S",0.525443616,0.648337475,0.423785459
"418",3477,312.93,17.6898275853667,17778,418,418,419937.150904647,42.2947,-83.7108,200230,"3","ANN ARBOR UNIV OF MI","MI",24,"x","U",0.597767815,0.602065688,0.593721145
"419",308,27.72,5.26497863243527,18190,419,419,37731.7330809464,43.7072,-85.4822,200779,"4","BIG RAPIDS WATERWORKS","MI",25,"W","S",0.561106011,0.598983822,0.443564541
"420",20,1.8,1.34164078649987,19099,420,420,3834.4392297111,46.51917,-87.98583,201439,"4","CHAMPION VAN RIPER PK","MI",34,"x","R",0.254275082,1.156800793,-0.389697982
"421",5,0.45,0.670820393249937,19035,421,421,3823.51617142831,46.3414,-86.9242,201486,"2","CHATHAM EXP FARM #2","MI",34,"x","R",0.149169727,0.611904477,-0.352866118
"422",217,19.53,4.41927595879687,18800,422,422,14832.3019388505,45.65222,-84.47167,201492,"3","CHEBOYGAN","MI",34,"W","R",0.646152003,0.706418144,0.750105857
"423",258,23.22,4.8187135212627,17679,423,423,44453.9298991412,41.9622,-84.9925,201675,"4","COLDWATER STATE SCHOOL","MI",24,"x","S",0.443706137,-0.002700667,0.860529853
"424",378,34.02,5.83266662856707,18359,424,424,13943.9580447599,44.2841,-83.5033,202423,"4","EAST TAWAS","MI",24,"W","R",0.522507279,0.484749575,0.550530704
"425",29,2.61,1.61554944214035,18796,425,425,670.301943079612,45.63333,-86.68333,202737,"x","FAYETTE","MI",34,"x","R",1.371687144,0.401830872,1.770722204
"426",263,23.67,4.86518242206806,18184,426,426,20587.5002522782,43.68861,-86.37444,203632,"x","HART","MI",25,"x","R",0.026250763,-0.097524024,0.118202044
"427",262,23.58,4.85592421687159,17670,427,427,39868.8920402825,41.9352,-84.6411,203823,"4","HILLSDALE","MI",24,"W","R",0.04518958,-0.128516688,0.170085736
"428",395,35.55,5.96238207430554,18860,428,428,28352.545035822,45.83333,-88.06667,204090,"4","IRON MOUNTAIN KINGSFORD WWTP","MI",34,"W","R",0.402228112,0.313303115,0.585676669
"429",194,17.46,4.17851648315524,19078,429,429,16065.9398220575,46.46667,-90.18306,204104,"4","IRONWOOD","MI",35,"W","R",0.63865218,0.37970143,0.939678636
"430",2329,209.61,14.4779142144164,17776,430,430,265241.930794803,42.28333,-85.6,204244,"x","KALAMAZOO STATE HOSPITAL","MI",25,"x","U",2.281835539,1.667702135,1.987447772
"431",1033,92.97,9.64209520799292,18161,431,431,104047.159754373,43.6088,-84.2011,205434,"4","MIDLAND","MI",24,"W","S",0.159543538,0.198703905,0.400942764
"432",6219,559.71,23.6581909705708,17870,432,432,647714.619867024,42.6083,-82.8183,205650,"3","MOUNT CLEMENS ANG BASE","MI",24,"x","U",0.652047439,0.962931114,0.383312572
"433",428,38.52,6.20644825967316,18156,433,433,69705.5803388953,43.58583,-84.76972,205662,"5","MOUNT PLEASANT UNIVERSITY","MI",24,"x","S",0.769494919,0.550136544,0.950540571
"434",48,4.32,2.07846096908265,19042,434,434,6526.32217059035,46.41222,-86.66278,205690,"4","MUNISING","MI",34,"x","R",0.031153581,-0.356040173,0.519541259
"435",119,10.71,3.27261363439071,19026,435,435,6636.95276946335,46.31333,-85.51056,205816,"3","NEWBERRY STATE HOSPITAL","MI",34,"x","R",0.929330643,0.915360302,0.86717407
"436",401,36.09,6.00749531835024,17996,436,436,62309.8558830321,43.01667,-84.18333,206300,"4","OWOSSO","MI",24,"W","S",0.170613572,0.144991012,0.236106953
"437",251,22.59,4.75289385532646,17799,437,437,29925.8970066138,42.4011,-86.28333,207690,"5","SOUTH HAVEN","MI",25,"W","R",0.852839441,0.578135223,1.184287145
"438",68,6.12,2.4738633753706,18948,438,438,8145.36531246282,46.05556,-88.62778,207812,"4","STAMBAUGH","MI",34,"W","R",0.044197155,0.005710247,0.125475403
"439",41,3.69,1.92093727122985,19369,439,439,3507.24853270738,47.2937,-96.5154,210018,"4","ADA","MN",36,"x","R",-0.323648453,-0.510664104,-0.049408531
"440",193,17.37,4.16773319683494,18174,440,440,27438.6972488118,43.65,-93.35,210075,"3","ALBERT LEA","MN",26,"W","S",0.236177185,0.1813612,0.740762621
"441",56,5.04,2.24499443206436,19901,441,441,3895.0158518646,48.7094,-94.5869,210515,"4","BAUDETTE","MN",35,"x","R",0.39178078,0.23551992,0.73151185
"442",4655,418.95,20.4682681240988,18529,442,442,394474.456065816,44.8,-93.5833,211465,"3","CHASKA","MN",26,"x","S",3.643241815,2.897187484,3.373882087
"443",280,25.2,5.01996015920445,19152,443,443,31959.9445872188,46.7047,-92.5253,211630,"2","CLOQUET","MN",35,"x","S",0.539116496,0.768457211,0.415319262
"444",181,16.29,4.03608721412211,19210,444,444,25502.0479085057,46.83333,-95.85417,212142,"5","DETROIT LAKES (Now CRN3)","MN",36,"x","R",1.483257569,1.233963049,1.445184125
"445",561,50.49,7.10563156939621,19437,445,445,26806.2841393917,47.4581,-92.5303,212645,"4","EVELETH WASTE WATER PL","MN",35,"W","R",0.927373052,-0.236976998,1.814649349
"446",141,12.69,3.56230262611138,18171,446,446,16019.1246808185,43.6447,-94.4656,212698,"4","FAIRMONT","MN",26,"x","S",0.735846122,0.316337368,0.952511971
"447",4234,381.06,19.5207581819969,18489,447,447,379680.791388856,44.66972,-93.16972,212737,"3","FARMINGTON","MN",26,"x","R",0.951995711,0.470316256,1.34671168
"448",27,2.43,1.55884572681199,19468,448,448,5507.15822843043,47.5636,-95.7244,212916,"4","FOSSTON","MN",36,"x","R",-0.113515374,-0.076805727,0.203344769
"449",57,5.13,2.26495033058122,18178,449,449,16933.8344172919,43.7047,-92.5644,213290,"2","GRAND MEADOW (Now CRN3)","MN",26,"x","R",-0.098028363,-0.161310784,-0.026434596
"450",31,2.79,1.67032930884901,19911,450,450,2313.36733780346,48.77139,-96.94056,213455,"4","HALLOCK","MN",36,"x","R",-0.067406777,-0.477418361,0.012829312
"451",0,0,0,19346,451,451,2128.12987926818,47.22556,-97.19194,214106,"4","ITASCA U OF MN","MN",36,"x","R",0.25263902,0.128204834,0.622511816
"452",4,0.36,0.6,19350,452,452,1250.32249064848,47.2467,-94.2228,214652,"4","LEECH LAKE DAM","MN",35,"x","R",-0.214353954,-0.150162665,0.191850347
"453",19,1.71,1.3076696830622,18632,453,453,4057.50908857532,45.1219,-95.9269,215400,"3","MILAN","MN",36,"x","R",0.668973153,0.741315871,0.603981817
"454",14882,1339.38,36.597540900995,18567,454,454,1509595.41359548,44.88306,-93.22889,215435,"3","MINNEAPOLIS WSFO AP","MN",26,"A","U",0.647300091,0.47583529,0.817069062
"455",90,8.1,2.84604989415154,18569,455,455,10228.0288832201,44.9364,-95.7536,215563,"4","MONTEVIDEO","MN",26,"x","R",-0.149301359,-0.322783611,0.188841462
"456",65,5.85,2.41867732448956,18884,456,456,19051.9875776824,45.88333,-93.3,215615,"4","MORA","MN",35,"x","R",0.625444137,-0.189981355,1.476218516
"457",57,5.13,2.26495033058122,18777,457,457,9597.48629905097,45.5902,-95.8747,215638,"2","MORRIS WC EXPERIMENT STATION","MN",36,"x","R",0.687077267,0.48292535,0.868202893
"458",239,21.51,4.63788745012209,18368,458,458,24065.4716691268,44.3006,-94.4896,215887,"3","NEW ULM","MN",26,"x","S",0.305682686,-0.036646398,0.614171524
"459",42,3.78,1.94422220952236,18507,459,459,7646.29299357167,44.7629,-94.9298,216152,"4","OLIVIA","MN",26,"x","R",0.846082353,0.911637262,0.695952651
