"","Id","Area","ScaleLength","Lat","Lon","COOP.","CRN","Station","State","Grid","AP...WWTP","Environs","Tmean.trend","Tmax.trend","Tmin.trend"
"191",192,179.4339,13.3952939497422,43.66667,-116.68333,101380,"x","CALDWELL","ID",31,"x","S",0.475803751,0.673011753,0.393418152
"192",193,2.4003,1.54929016004104,44.5734,-116.6754,101408,"3","CAMBRIDGE","ID",31,"x","R",0.590478319,0.426757718,0.63122682
"193",194,4.8114,2.19349036925171,44.50361,-114.23972,101663,"x","CHALLIS","ID",30,"x","R",0.967050438,1.217149507,0.816431676
"194",195,117.3042,10.8307063481566,47.76667,-116.81667,101960,"4","COEUR D'ALENE AP","ID",40,"A","S",-0.256345034,-1.204235991,0.307236919
"195",196,3.4155,1.84810713975137,46.5023,-116.3216,102845,"4","DWORSHAK FISH HATCHERY","ID",40,"x","R",0.271508875,0.28819756,0.242247249
"196",198,9.7578,3.12374774909883,42.9404,-115.323,103631,"4","GLENNS FERRY","ID",31,"x","R",2.859917872,3.607289294,2.074136034
"197",199,12.222,3.49599771166973,42.59,-111.7497,103732,"5","GRACE","ID",30,"x","R",0.356728959,0.468349733,0.000545956
"198",200,8.5032,2.91602469125349,42.59722,-114.13778,104140,"4","HAZELTON","ID",30,"x","R",0.266467721,0.232984392,0.435682357
"199",201,6.3756,2.5249950495001,42.3528,-114.5739,104295,"4","HOLLISTER","ID",30,"x","R",1.322678574,1.248327025,0.6884212
"200",202,62.3385,7.89547338669443,42.7325,-114.51917,104670,"4","JEROME","ID",30,"x","R",0.650253289,0.68369012,0.596374185
"201",203,10.9611,3.31075520085675,47.55,-116.16667,104831,"5","KELLOGG","ID",40,"x","R",0.241880958,-0.038754633,0.431587298
"202",204,25.8462,5.08391581362241,43.6841,-114.3602,104845,"4","KETCHUM RS","ID",30,"x","R",0.031902435,0.180438156,-0.023829349
"203",205,61.6662,7.85278294619175,46.3747,-117.0156,105241,"3","LEWISTON WSO AP","ID",40,"A","S",0.263669768,0.342612984,0.235431259
"204",206,4.5729,2.13843400646361,42.123,-111.3138,105275,"3","LIFTON PUMPING STATION","ID",30,"x","R",0.189267147,0.424739845,0.079507234
"205",207,1.6929,1.30111490653209,43.918,-113.6316,105462,"4","MACKAY RS","ID",30,"x","R",0.013890147,-0.147399659,0.103208295
"206",208,8.118,2.8492104169401,42.14917,-112.28722,105559,"x","MALAD CITY (CRN4 Since 2008)","ID",30,"A","R",-0.186078251,0.410553343,-0.264234821
"207",209,33.372,5.77685035291724,46.72444,-116.96083,106152,"2","MOSCOW U OF ID","ID",40,"x","S",0.504191766,0.748686278,0.241368535
"208",210,12.5073,3.53656613115038,44.96472,-116.28639,106388,"4","NEW MEADOWS RS","ID",31,"x","R",0.537485577,0.331280271,0.471512264
"209",211,1.4742,1.21416638069088,42.2341,-113.898,106542,"4","OAKLEY","ID",30,"x","R",0.375665875,0.326025415,0.463636236
"210",212,46.4229,6.81343525690235,44.07722,-116.92972,106891,"4","PAYETTE","ID",31,"x","R",0.346849171,0.421227469,0.45074484
"211",213,17.5797,4.19281528331502,48.9958,-116.5031,107264,"4","PORTHILL","ID",40,"x","R",0.41861939,0.739948554,0.459510467
"212",214,5.0625,2.25,48.3514,-116.8358,107386,"2","PRIEST RIVER EXPERIMENT STN","ID",40,"x","R",0.054778454,0.507153262,-0.327093907
"213",215,16.9191,4.11328336004219,45.1875,-113.9008,108080,"4","SALMON KSRA","ID",39,"x","R",0.163167627,-0.002196796,0.494849383
"214",216,22.3821,4.73097241589929,48.2927,-116.5577,108137,"3","SANDPOINT EXP STN","ID",40,"x","R",0.546525327,0.549655474,0.50874704
"215",217,9.5175,3.08504457018047,41.19611,-90.74694,110072,"4","ALEDO","IL",26,"x","R",0.112064593,0.045202698,0.070202748
"216",218,31.2282,5.58821975230037,37.4813,-89.2344,110187,"4","ANNA","IL",14,"W","R",0.426369722,0.685744671,0.296909542
"217",219,558.855,23.6401142129221,41.7805,-88.3091,110338,"3","AURORA","IL",25,"W","U",0.509316061,0.404300967,0.727539255
"218",220,32.706,5.71891598119784,39.28833,-89.87028,111280,"4","CARLINVILLE","IL",14,"x","R",0.326243053,0.11889006,0.560282491
"219",221,58.4307,7.64399764521157,39.4697,-88.1875,111436,"x","CHARLESTON","IL",14,"x","S",0.48510004,0.511578526,0.399127066
"220",222,60.6204,7.78591035139758,40.1388,-87.6483,112140,"4","DANVILLE","IL",25,"W","S",0.330186811,0.28355207,0.516896428
"221",223,105.6384,10.2780542905747,39.8275,-88.9525,112193,"4","DECATUR","IL",14,"W","U",0.677367371,0.295279248,1.033547506
"222",224,81.7974,9.04419150615465,41.84722,-89.50472,112348,"4","DIXON","IL",25,"x","S",0.720896154,0.526433845,0.923167047
"223",225,72.0621,8.48893986313957,37.9877,-89.193,112483,"3","DUQUOIN","IL",14,"x","R",0.399231882,0.333590197,0.584555625
"224",226,24.2919,4.9286813652335,41.18556,-90.03056,113335,"4","GALVA","IL",26,"W","R",0.420660141,0.575311626,0.226082816
"225",227,23.5359,4.85138124661421,39.7377,-90.7086,113717,"3","GRIGGSVILLE","IL",15,"x","R",1.149068574,1.304116649,0.947378381
"226",228,43.5348,6.59809063290282,37.81667,-88.55,113879,"4","HARRISBURG","IL",14,"W","S",0.506794038,0.181206584,0.595469368
"227",229,45.5967,6.75253285812072,39.15,-89.48333,114108,"4","HILLSBORO","IL",14,"x","R",0.314446415,0.241105917,0.625510261
"228",230,12.5388,3.54101680312308,40.4744,-87.6562,114198,"4","HOOPESTON","IL",25,"x","R",0.7035821,0.564124464,0.673310302
"229",231,39.0834,6.25167177641309,39.7353,-90.2153,114442,"3","JACKSONVILLE","IL",15,"x","S",0.446139715,0.750290426,0.235244632
"230",232,8.0982,2.84573364881536,40.5838,-90.9686,114823,"3","LA HARPE","IL",26,"x","R",0.241797989,0.291185454,0.163777599
"231",233,28.1349,5.3042341577272,40.1519,-89.3381,115079,"2","LINCOLN","IL",25,"x","S",0.108054321,0.294849749,-0.051448799
"232",234,77.2425,8.78877124517415,42.2927,-88.6469,115326,"4","MARENGO","IL",25,"W","R",0.745547559,0.540642603,0.931913609
"233",235,17.3475,4.16503301307445,38.08444,-88.5425,115515,"x","MCLEANSBORO","IL",14,"x","R",0.37991887,0.833515965,0.034254277
"234",236,19.0539,4.36507731890284,40.9126,-89.034,115712,"3","MINONK","IL",25,"W","R",0.722619416,0.836294512,0.761008894
"235",237,19.0206,4.36126128545401,40.9247,-90.6392,115768,"4","MONMOUTH","IL",26,"W","S",0.678085485,0.598012504,0.636550574
"236",238,46.5516,6.82287329502754,41.80389,-89.97444,115833,"5","MORRISON","IL",25,"W","R",0.851967405,0.860901156,0.622519103
"237",239,26.9559,5.19190716403905,42.09694,-89.98417,115901,"4","MOUNT CARROLL","IL",25,"W","R",1.118588751,0.869814907,1.17520999
"238",240,48.4938,6.96374899030687,38.31667,-88.86667,115943,"3","MT VERNON","IL",14,"x","S",-0.009877751,-0.088578424,0.550061954
"239",241,26.7183,5.16897475327555,38.7004,-88.0819,116446,"4","OLNEY","IL",14,"x","R",0.495607197,0.368262362,0.54526483
"240",242,71.5356,8.45787207280886,41.3283,-88.9106,116526,"4","OTTAWA","IL",25,"x","S",0.759539203,1.118491283,0.509112266
"241",243,26.9334,5.18973987787442,38.9987,-87.6423,116558,"x","PALESTINE (CRN4 since 2008)","IL",14,"x","R",0.802596285,1.049586117,0.536777451
"242",244,33.5088,5.78867860569232,39.37222,-89.02417,116579,"3","PANA","IL",14,"W","R",0.569767345,0.75285855,0.398023728
"243",245,25.7454,5.07399251083405,39.6355,-87.6933,116610,"4","PARIS WATERWORKS","IL",14,"W","S",0.078116121,0.033859796,0.185613003
"244",246,34.0785,5.83767933343379,40.88528,-88.63889,116910,"4","PONTIAC","IL",25,"x","S",0.38604343,0.385962581,0.491788621
"245",247,13.0779,3.61633792668771,40.1158,-90.5608,117551,"4","RUSHVILLE","IL",26,"x","R",-0.325878204,-0.386946324,-0.17115191
"246",248,46.4247,6.81356734757939,38.11667,-89.71667,118147,"3","SPARTA","IL",14,"x","R",-0.351488126,-0.176824006,-0.479720383
"247",249,108.3942,10.4112535268334,40.084,-88.2404,118740,"4","URBANA","IL",25,"x","U",0.520780009,0.602692483,0.406397551
"248",250,8.4285,2.90318790297838,41.5519,-89.5989,118916,"4","WALNUT","IL",25,"W","R",-0.015246161,-0.231782332,0.578210151
"249",251,22.5828,4.75213636167987,39.4411,-90.379,119241,"4","WHITE HALL","IL",15,"x","R",0.057909344,-0.007783393,0.292213481
"250",252,44.5221,6.67248829148467,39.4381,-88.5987,119354,"3","WINDSOR","IL",14,"x","R",0.666800715,0.582794835,0.725104665
"251",253,103.8303,10.1897154032878,40.1122,-85.7175,120177,"4","ANDERSON SEWAGE PLANT","IN",25,"W","U",0.763050186,0.848100606,0.554056059
"252",254,26.3592,5.13412115166754,41.63972,-84.99,120200,"4","ANGOLA","IN",24,"x","R",0.437635675,0.264870266,0.596714083
"253",255,22.7934,4.77424339555494,40.66833,-84.93056,120676,"4","BERNE","IN",24,"W","R",0.438651391,0.354356998,0.524584988
"254",256,74.3283,8.62138619944612,39.1742,-86.5214,120784,"4","BLOOMINGTON IN UNIV","IN",14,"x","U",0.352951679,0.279148517,0.506427915
"255",257,6.3234,2.51463715076351,39.42389,-85.01278,121030,"4","BROOKVILLE","IN",14,"x","R",0.760854972,0.516408721,1.051904561
"256",258,30.0825,5.48475158963467,39.81667,-85.16667,121229,"x","CAMBRIDGE CITY","IN",14,"x","R",0.41157147,0.399743107,0.507939106
"257",259,93.186,9.65328959474437,38.48333,-85.7,121425,"x","CHARLESTOWN","IN",14,"x","U",-0.373513814,0.122092525,-0.457209343
"258",260,57.5586,7.58673842965474,39.1977,-85.9212,121747,"4","COLUMBUS","IN",14,"x","S",0.550493933,0.401049349,0.767720784
"259",261,22.4856,4.74189835403502,40.0028,-86.8011,121873,"3","CRAWFORDSVILLE","IN",25,"x","S",-0.112312978,0.322747802,-0.251902261
"260",262,22.2318,4.71506097521548,40.6145,-86.667,122149,"3","DELPHI","IN",25,"x","R",0.972163513,0.743695104,0.995127797
"261",263,162.3978,12.743539539704,41.5575,-85.8825,123418,"3","GOSHEN COLLEGE","IN",25,"x","S",0.450849563,0.299402161,0.559199962
"262",264,23.8059,4.87912902063473,39.6219,-86.9102,123513,"3","GREENCASTLE","IN",14,"x","R",-0.127894161,0.014697556,-0.259540974
"263",265,85.1292,9.22654865049765,39.7858,-85.7611,123527,"4","GREENFIELD","IN",14,"x","S",0.384896358,0.18434229,0.557025552
"264",266,414.4806,20.3587966245552,41.54222,-87.28806,124008,"4","HOBART","IN",25,"x","U",-0.136906611,-0.022524113,0.606098277
"265",267,31.0302,5.57047574269918,40.85556,-85.49806,124181,"3","HUNTINGTON","IN",25,"W","S",0.196898346,0.246803289,0.244081205
"266",268,84.9879,9.2188882193028,41.61167,-86.72972,124837,"4","LAPORTE","IN",25,"W","S",0.579785911,0.609156525,0.721358346
"267",269,20.4489,4.52204599711237,38.73694,-85.39417,125237,"4","MADISON SEWAGE PLANT","IN",14,"W","S",-0.320932125,-0.552013234,0.08660969
"268",270,61.2666,7.82729838450024,40.58,-85.65861,125337,"4","MARION","IN",25,"W","S",0.379152302,0.156114013,0.67755007
"269",271,24.7878,4.97873477903774,37.9286,-87.8955,126001,"4","MOUNT VERNON","IN",14,"x","R",0.652617028,0.308368589,0.814883427
"270",272,28.1961,5.31,38.8894,-86.5519,126580,"4","OOLITIC PURDUE EXP FM","IN",14,"x","R",0.730671644,0.622704112,0.812500206
"271",273,16.686,4.08485005844768,38.55556,-86.48583,126705,"4","PAOLI","IN",14,"W","R",-0.358209762,-0.429145504,-0.137627799
"272",274,42.4278,6.51366256418,38.3566,-87.5905,127125,"4","PRINCETON","IN",14,"x","R",0.665920724,0.677571778,0.613150698
"273",275,20.43,4.51995575199581,40.9356,-87.1564,127298,"4","RENSSELAER","IN",25,"W","R",0.716493401,0.607583519,0.825492905
"274",276,18.1458,4.25978872715537,41.06583,-86.20944,127482,"3","ROCHESTER","IN",25,"W","R",0.595014302,0.447612481,0.852144874
"275",277,8.0145,2.83098922640126,39.78333,-87.15,127522,"4","ROCKVILLE","IN",14,"x","R",0.779445482,0.51412185,1.020653562
"276",278,9.9,3.14642654451045,39.6041,-85.4527,127646,"4","RUSHVILLE SEWAGE PL","IN",14,"W","R",0.04435694,-0.078898788,0.632763959
"277",279,9.0963,3.01600729442089,38.6111,-86.0888,127755,"4","SALEM","IN",14,"x","R",0.191239756,0.127482756,0.256069695
"278",280,20.1348,4.48718174358918,38.68861,-85.785,127875,"4","SCOTTSBURG","IN",14,"x","R",0.666618543,0.501123043,0.734627275
"279",281,34.0182,5.83251232317601,38.9821,-85.9822,127935,"4","SEYMOUR","IN",14,"x","S",0.620954561,0.360306299,0.861969491
"280",282,15.0075,3.87395147104349,38.5529,-86.7944,128036,"4","SHOALS HIGHWAY 50 BRIDGE","IN",14,"x","R",0.187661155,-0.101137588,0.468179508
"281",283,16.9839,4.12115275135489,38.74361,-85.07611,129080,"4","VEVAY","IN",14,"x","R",0.511569317,0.130773334,0.865310575
"282",284,66.0897,8.12955718351252,38.7386,-87.4877,129113,"3","VINCENNES","IN",14,"x","S",0.155711598,0.261998538,0.13171475
"283",285,59.0193,7.68240196813471,38.6489,-87.1989,129253,"3","WASHINGTON","IN",14,"x","R",-0.130298668,-0.088725264,-0.095899174
"284",286,33.8688,5.81969071343143,41.1947,-87.0577,129511,"x","WHEATFIELD","IN",25,"x","R",-1.018392499,-0.868089483,-0.544144436
"285",287,259.2729,16.1019532976593,39.9889,-86.3495,129557,"4","WHITESTOWN","IN",14,"x","R",0.67466162,0.551944599,0.970806616
"286",288,6.7041,2.58922768407879,41.0267,-86.65,129670,"4","WINAMAC","IN",25,"W","R",0.179365549,0.103502138,0.239407887
"287",289,8.4897,2.91370897654519,40.96667,-92.78333,130112,"3","ALBIA","IA",26,"x","R",-0.703147559,-0.714832713,-0.648935622
"288",290,9.2106,3.03489703284971,43.0683,-94.3052,130133,"3","ALGONA","IA",26,"x","R",-0.437507961,-0.101301363,-0.479406872
"289",291,7.2945,2.70083320477219,41.88889,-92.29444,130600,"2","BELLE PLAINE (Now CRN3)","IA",26,"x","R",-0.048324261,0.090395576,-0.198082199
"290",292,20.5101,4.52880779013638,43.0776,-92.6714,131402,"3","CHARLES CITY","IA",26,"x","R",0.580727144,0.515926706,0.553806146
"291",293,13.3335,3.65150653840302,40.7244,-95.0191,131533,"4","CLARINDA","IA",26,"W","R",0.001249824,0.046837574,-0.147206565
"292",294,56.7072,7.53041831507387,41.83333,-90.21667,131635,"4","CLINTON #1","IA",26,"W","S",0.387803306,0.224267663,0.571091512
"293",295,9.0864,3.01436560489931,43.43,-94.8219,132724,"4","ESTHERVILLE","IA",26,"x","R",0.829040817,1.015920791,0.699551627
"294",296,16.3071,4.03820504679988,41.021,-91.9553,132789,"4","FAIRFIELD","IA",26,"W","S",0.722196262,0.577671871,0.693423795
"295",297,9.2313,3.03830544876581,42.8504,-91.8158,132864,"x","FAYETTE","IA",26,"x","R",0.105155104,0.038992509,0.194871511
"296",298,13.4838,3.67202941164692,43.26667,-93.65,132977,"4","FOREST CITY","IA",26,"x","R",0.513128225,0.46045426,0.652041286
"297",299,39.6189,6.29435461346118,42.51667,-94.16667,132999,"4","FORT DODGE","IA",26,"x","S",-0.186942587,-0.314596373,0.050446694
"298",300,37.5228,6.12558568628339,41.35,-93.56667,134063,"x","INDIANOLA","IA",26,"x","S",-0.108794139,-0.075964024,0.125821081
"299",301,18.0027,4.24295887323929,42.5188,-93.2536,134142,"x","IOWA FALLS","IA",26,"W","R",-0.179911653,-0.092153919,-0.134254889
"300",302,17.8875,4.22936165396151,42.7816,-96.1458,134735,"x","LE MARS","IA",27,"x","R",-0.038898469,0.085077351,-0.093672089
"301",303,14.4738,3.80444476895118,41.638,-95.7883,134894,"4","LOGAN","IA",26,"W","R",-0.074879177,-0.231328395,0.297647939
"302",304,5.0976,2.25778652666721,40.7,-94.25,135769,"4","MOUNT AYR","IA",26,"W","R",-0.703815951,-0.350109078,-0.994438975
"303",305,24.2793,4.92740296708114,40.9486,-91.5647,135796,"4","MOUNT PLEASANT","IA",26,"x","R",0.747069727,0.461063043,0.818213135
"304",306,13.6674,3.69694468446581,43.0452,-92.3123,135952,"3","NEW HAMPTON","IA",26,"W","R",-0.212463142,-0.313163465,0.137143256
"305",307,9.2079,3.03445217461076,43.43,-96.1686,137147,"4","ROCK RAPIDS","IA",27,"x","R",0.612701722,0.646226798,0.338593064
"306",308,13.3866,3.65877028521879,42.3969,-94.6291,137161,"x","ROCKWELL CITY","IA",26,"x","R",-0.267457205,-0.143999369,-0.313214258
"307",309,18.9342,4.35134461976985,42.6347,-95.1694,137979,"x","STORM LAKE","IA",26,"x","R",0.224223943,0.325751374,0.410197072
"308",310,15.8229,3.97780089999487,42.0355,-92.5805,138296,"3","TOLEDO","IA",26,"x","R",0.349765403,0.162900163,0.475196778
"309",311,17.2044,4.14781870384905,41.2828,-91.7069,138688,"4","WASHINGTON","IA",26,"W","R",-0.172947677,-0.026865105,-0.2897689
"310",312,11.1915,3.34536993470079,37.155,-98.02833,140264,"4","ANTHONY","KS",16,"x","R",-0.294837798,-0.808237077,-0.212497737
"311",313,8.7606,2.95983107626094,37.1941,-99.7632,140365,"4","ASHLAND","KS",16,"x","R",0.723292637,0.656491607,0.680590007
"312",314,26.3826,5.13639951717154,39.5755,-95.1108,140405,"4","ATCHISON","KS",16,"x","S",0.241957488,0.134406956,0.356694885
"313",315,7.5537,2.74839953427445,37.2706,-99.3271,141704,"4","COLDWATER","KS",16,"x","R",0.344026128,0.294052873,0.738277082
"314",316,37.4832,6.12235248903557,37.1763,-94.8397,141740,"4","COLUMBUS","KS",15,"W","R",0.098104695,-0.303603916,0.34069706
"315",317,43.6698,6.60831294658478,37.81833,-96.84444,142401,"4","EL DORADO","KS",16,"W","S",0.481703193,0.662473226,0.297480134
"316",318,12.0546,3.47197350220303,38.72778,-98.22667,142459,"x","ELLSWORTH","KS",16,"x","R",0.111636165,-0.12257923,0.298597364
"317",319,4.1634,2.04044112877583,38.8591,-96.1058,142602,"x","ESKRIDGE","KS",16,"x","R",-0.21397867,-0.105448475,-0.019506571
"318",320,33.0723,5.75085211077454,37.8427,-94.7086,142835,"4","FORT SCOTT","KS",15,"x","R",-0.371929484,-0.405012937,-0.150865991
"319",321,36.7056,6.05851466945488,38.8586,-99.3358,143527,"3","HAYS","KS",16,"x","S",0.424260406,0.435301395,0.419909924
"320",322,12.9132,3.59349412132537,39.6705,-95.5227,143810,"4","HORTON","KS",16,"x","R",0.448801765,0.330741943,0.386467836
"321",323,33.2163,5.76335839593548,37.2363,-95.7002,143954,"4","INDEPENDENCE","KS",16,"W","S",0.235584606,0.086795653,0.372789652
"322",324,7.2324,2.6893121797218,38.1963,-99.918,144087,"4","JETMORE","KS",16,"x","R",-0.742759038,-1.008872581,-0.497003107
"323",325,12.4992,3.5354207670375,37.9412,-101.2492,144464,"4","LAKIN","KS",17,"x","R",0.777878259,0.804702523,0.628084746
"324",326,13.3695,3.65643268774362,38.1818,-99.0994,144530,"4","LARNED","KS",16,"x","R",0.139512307,0.329736959,0.098020148
"325",327,86.9787,9.32623718334463,38.9581,-95.2511,144559,"4","LAWRENCE","KS",16,"x","U",0.080241914,-0.280717331,0.202495151
"326",328,161.7426,12.7178064146298,39.26667,-94.88333,144588,"4","LEAVENWORTH","KS",15,"W","S",0.451739274,0.232062812,0.874839666
"327",329,34.4862,5.87249521072602,37.0221,-100.9294,144695,"4","LIBERAL","KS",17,"x","S",-0.148091714,-0.114580741,0.002172907
"328",330,53.0829,7.28580125998507,39.1972,-96.5813,144972,"2","MANHATTAN","KS",16,"x","S",0.51653449,0.917104794,0.092971743
"329",331,34.1199,5.84122418676085,38.3758,-97.643,145152,"x","MCPHERSON","KS",16,"x","S",0.140939524,0.434378938,-0.275317624
"330",332,8.5671,2.92696088118717,37.28333,-98.58333,145173,"x","MEDICINE LODGE","KS",16,"x","R",-0.006308842,-0.339041842,0.31167045
"331",333,13.6791,3.69852673371439,39.1247,-97.7047,145363,"4","MINNEAPOLIS","KS",16,"x","R",0.534578205,0.24694935,0.752667077
"332",334,12.6459,3.55610742244944,39.7411,-99.8358,145856,"4","NORTON","KS",16,"x","R",0.306859782,0.584873158,0.156046519
"333",335,7.8426,2.80046424722759,39.8211,-100.5305,145906,"4","OBERLIN","KS",17,"x","R",-0.021649767,-0.271132909,0.047075306
"334",336,534.6567,23.1226447449248,38.8875,-94.7602,145972,"4","OLATHE","KS",15,"x","U",0.5480692,0.404279484,0.66077506
"335",337,34.1307,5.84214857736432,38.613,-95.2808,146128,"4","OTTAWA","KS",16,"W","S",0.552023355,0.304949757,0.685735036
"336",338,10.6317,3.26062877371835,39.7394,-99.3186,146374,"x","PHILLIPSBURG","KS",16,"x","R",-1.261658544,-1.268390395,-0.930035795
"337",339,4.8564,2.20372412066483,39.7675,-101.8097,147093,"4","SAINT FRANCIS","KS",17,"x","R",0.183087521,0.380323417,0.062462857
"338",340,15.2982,3.9112913468572,38.482,-100.9189,147271,"3","SCOTT CITY","KS",17,"x","R",-0.167258208,-0.060981904,-0.337437534
"339",341,10.5903,3.25427411260945,37.1318,-96.1862,147305,"4","SEDAN","KS",16,"x","R",0.38331876,0.22583279,0.572059285
"340",342,13.7709,3.71091632888698,39.0298,-99.8831,148495,"x","WAKEENEY","KS",16,"x","R",0.76673342,0.790596075,0.766108406
"341",343,123.318,11.1048637992548,38.4536,-82.6133,150254,"4","ASHLAND","KY",13,"W","S",0.414102271,0.85786476,0.57829004
"342",344,32.1561,5.67063488509003,37.5733,-84.2908,150619,"4","BEREA COLLEGE","KY",13,"x","R",-0.359570952,0.190755993,-0.228294488
"343",345,84.8835,9.21322419134583,36.9647,-86.4238,150909,"2","BOWLING GREEN FAA AP","KY",14,"A","S",0.527161432,0.667470369,0.440368928
"344",346,15.2172,3.90092296770905,38.11667,-83.55,152791,"3","FARMERS","KY",13,"x","R",0.937191065,0.652598172,1.142536102
"345",347,39.0573,6.2495839861546,38.235,-84.88167,153028,"x","FRANKFORT LOCK 4","KY",13,"x","S",1.295721715,0.662342998,1.229864848
"346",348,18.2655,4.27381562541016,37.25917,-85.50222,153430,"4","GREENSBURG","KY",14,"x","R",0.531178546,0.153378435,0.602645568
"347",349,55.8405,7.47265013231584,36.8491,-87.5205,153994,"5","HOPKINSVILLE","KY",14,"x","S",0.829372199,0.60632458,1.154758958
"348",350,10.5327,3.2454121463999,37.51083,-86.28917,154703,"4","LEITCHFIELD","KY",14,"x","R",-0.068024617,-0.011682989,0.120834235
"349",351,32.7555,5.72324208818743,36.60861,-83.71444,155389,"x","MIDDLESBORO","KY",13,"x","S",1.119978512,1.293306938,1.136218636
"350",352,70.1649,8.37644912835982,37.78278,-87.11833,156091,"x","OWENSBORO","KY",14,"x","U",0.474703012,0.230153946,0.543498325
"351",353,24.2334,4.92274313772311,38.2,-85.2,157324,"x","SHELBYVILLE","KY",14,"x","R",0.081482219,0.537254476,-0.336284408
"352",354,23.1462,4.8110497814926,36.73333,-84.15,158709,"5","WILLIAMSBURG","KY",13,"W","R",-0.386044162,-0.393873868,-0.131529885
"353",355,11.9466,3.45638539517803,38.63333,-84.56667,158714,"3","WILLIAMSTOWN","KY",13,"x","R",0.694286905,0.626997459,0.933033249
"354",356,133.6167,11.5592690080299,31.33472,-92.55861,160098,"4","ALEXANDRIA","LA",6,"x","U",0.237865052,0.22253908,0.397030741
"355",357,21.0843,4.59176436677668,30.70944,-90.525,160205,"4","AMITE","LA",6,"x","R",-0.063396661,0.119554729,-0.121710847
"356",358,59.2713,7.69878561852452,32.76889,-92.00556,160537,"3","BASTROP","LA",6,"x","S",-0.017029774,-0.079663651,0.087117404
"357",359,326.2401,18.0621178160259,30.53722,-91.14694,160549,"2","BATON ROUGE WSO AP","LA",6,"A","U",0.345547934,0.518404206,0.17228528
"358",360,21.5568,4.64293010931674,30.9594,-92.1786,161287,"4","BUNKIE","LA",6,"W","R",0.309712152,0.283381195,0.418107078
"359",361,72.2097,8.49762908110256,32.5133,-92.3478,161411,"3","CALHOUN RESEARCH STN (Now CRN4)","LA",6,"x","R",0.452639775,0.591613769,0.206022146
"360",362,106.0299,10.2970821109672,30.48333,-90.1,162151,"4","COVINGTON","LA",6,"x","R",0.487910884,0.410297458,0.484028938
"361",363,76.4298,8.7424138543082,30.11667,-90.98333,162534,"3","DONALDSONVILLE","LA",6,"x","R",0.053688605,0.278953362,-0.049336334
"362",364,17.3205,4.16179048006985,29.78333,-91.5,163313,"4","FRANKLIN","LA",6,"x","R",0.203159082,-0.130136603,0.511277937
"363",365,53.3781,7.30603175465314,30.4191,-92.044,163800,"4","GRAND COTEAU","LA",6,"x","R",0.48019724,0.625648045,0.473382701
"364",366,101.0538,10.0525519148125,29.58583,-90.73028,164407,"x","HOUMA (CRN3 2004 - 2007)","LA",6,"x","S",0.339903563,0.292209274,0.513295293
"365",367,32.2092,5.67531496923299,30.20028,-92.66417,164700,"4","JENNINGS","LA",6,"x","S",0.193909806,0.01848423,0.410853865
"366",368,148.3641,12.1804802860971,30.205,-91.9875,165026,"3","LAFAYETTE FCWOS","LA",6,"A","U",0.416893955,0.491532546,0.324521132
"367",369,429.4818,20.72394267508,29.91667,-90.13028,166664,"5","NEW ORLEANS AUDUBON","LA",6,"x","U",0.28273017,0.379215906,0.148993243
"368",370,34.6617,5.88741878924882,32.90778,-93.79806,167344,"x","PLAIN DEALING","LA",6,"x","R",0.525048931,0.671442743,0.392962837
"369",371,16.8993,4.11087581909257,31.94972,-91.23361,168163,"2","SAINT JOSEPH","LA",6,"x","R",0.543819803,0.979609216,0.037634422
"370",372,78.336,8.85076267900117,29.77583,-90.78,169013,"x","THIBODAUX  (Now CRN3)","LA",6,"x","S",0.180414024,0.016224234,0.460984581
"371",373,28.5282,5.3411796449848,32.11667,-91.75,169806,"4","WINNSBORO","LA",6,"x","R",0.56256463,0.356012966,0.713683868
"372",374,11.9295,3.45391082687437,44.3738,-68.2591,170100,"4","ACADIA NATIONAL PARK","ME",33,"x","R",0.709266337,0.401226779,0.888259343
"373",375,14.958,3.867557368676,44.9066,-66.9919,172426,"x","EASTPORT","ME",33,"x","R",0.499732087,0.725746205,0.254248235
"374",376,22.9158,4.78704501754475,44.6888,-70.1566,172765,"3","FARMINGTON","ME",22,"x","R",0.64453448,0.446864684,0.962800662
"375",377,86.6151,9.3067233761405,44.2202,-69.7888,173046,"4","GARDINER","ME",33,"x","R",0.232506852,0.032644708,0.547549086
"376",378,19.1385,4.37475713611624,46.2,-67.83306,173944,"3","HOULTON","ME",33,"x","R",0.340337279,0.385736977,0.298881537
"377",379,128.7567,11.3471009513444,44.1,-70.21667,174566,"4","LEWISTON","ME",22,"x","S",0.54840197,0.347150224,0.652927149
"378",380,13.0266,3.60923814675618,45.65028,-68.705,175304,"5","MILLINOCKET","ME",33,"x","R",-0.089457241,-0.159012817,-0.048729186
"379",381,71.7246,8.46903772573957,44.8992,-68.6745,176430,"5","ORONO","ME",33,"x","S",1.026564567,0.646638814,1.11995455
"380",382,124.5213,11.1589112372131,43.64222,-70.30444,176905,"4","PORTLAND WSFO AP","ME",22,"A","U",0.4427469,0.310709702,0.574629777
"381",383,18.0603,4.24974116858898,46.65,-68,176937,"3","PRESQUE ISLE","ME",33,"x","S",0.456905732,0.290432108,0.508481475
"382",385,29.2995,5.41290125533433,45.1571,-67.4045,179891,"4","WOODLAND","ME",33,"x","R",0.746349868,0.616145148,0.898443799
